2022-09-12 11:00, failed
2022-09-12 14:40, failed
2022-09-12 18:20, failed
2022-09-12 20:52, failed
2022-09-13 00:58, failed
2022-09-13 04:37, failed
2022-09-13 07:54, failed
2022-09-13 11:02, failed
2022-09-13 14:39, failed
2022-09-13 18:20, failed
2022-09-13 21:58, failed
2022-09-14 00:58, failed
2022-09-14 04:35, failed
2022-09-14 07:47, failed
2022-09-14 10:58, failed
2022-09-14 14:43, failed
2022-09-14 18:17, failed
2022-09-14 20:51, failed
2022-09-14 23:57, failed
2022-09-15 04:43, failed
2022-09-15 07:41, failed
2022-09-15 12:00, failed
2022-09-15 14:38, failed
2022-09-15 18:13, failed
2022-09-15 20:49, failed
2022-09-15 23:58, failed
2022-09-16 04:38, failed
2022-09-16 07:42, failed
2022-09-16 11:03, failed
2022-09-16 14:33, failed
2022-09-16 18:23, failed
2022-09-16 22:00, failed
2022-09-17 01:01, failed
2022-09-17 04:19, failed
2022-09-17 07:06, failed
2022-09-17 10:02, failed
2022-09-17 12:52, failed
2022-09-17 15:55, failed
2022-09-17 18:58, failed
2022-09-17 22:00, failed
2022-09-18 00:57, failed
2022-09-18 04:46, failed
2022-09-18 08:04, failed
2022-09-18 11:45, failed
2022-09-18 14:25, failed
2022-09-18 17:00, failed
2022-09-18 20:04, failed
2022-09-18 22:54, failed
2022-09-19 04:39, failed
2022-09-19 07:55, failed
2022-09-19 10:59, failed
2022-09-19 14:41, failed
2022-09-19 18:21, failed
2022-09-19 21:58, failed
2022-09-20 01:05, failed
2022-09-20 04:33, failed
2022-09-20 07:51, failed
2022-09-20 11:06, failed
2022-09-20 14:38, failed
2022-09-20 18:14, failed
2022-09-20 20:57, failed
2022-09-21 00:00, failed
2022-09-21 04:42, failed
2022-09-21 07:52, failed
2022-09-21 10:52, failed
2022-09-21 14:32, failed
2022-09-21 18:12, failed
2022-09-21 20:56, failed
2022-09-21 23:58, failed
2022-09-22 04:28, failed
2022-09-22 07:25, failed
2022-09-22 10:05, failed
2022-09-22 12:58, failed
2022-09-22 15:58, failed
2022-09-22 19:07, failed
2022-09-22 22:03, failed
2022-09-23 01:03, failed
2022-09-23 04:38, failed
2022-09-23 07:43, failed
2022-09-23 10:59, failed
2022-09-23 14:40, failed
2022-09-23 18:19, failed
2022-09-23 21:57, failed
2022-09-24 01:01, failed
2022-09-24 04:39, failed
2022-09-24 08:08, failed
2022-09-24 10:58, failed
2022-09-24 14:22, failed
2022-09-24 18:12, failed
2022-09-24 21:58, failed
2022-09-25 01:01, failed
2022-09-25 04:29, failed
2022-09-25 07:14, failed
2022-09-25 10:01, failed
2022-09-25 12:57, failed
2022-09-25 15:59, failed
2022-09-25 19:00, failed
2022-09-25 21:56, failed
2022-09-26 00:59, failed
2022-09-26 04:43, failed
2022-09-26 07:50, failed
2022-09-26 10:58, failed
2022-09-26 14:45, failed
2022-09-26 18:17, failed
2022-09-26 21:58, failed
2022-09-27 01:04, failed
2022-09-27 04:26, failed
2022-09-27 07:44, failed
2022-09-27 11:07, failed
2022-09-27 14:42, failed
2022-09-27 18:24, failed
2022-09-27 22:02, failed
2022-09-28 01:04, failed
2022-09-28 04:33, failed
2022-09-28 07:53, failed
2022-09-28 11:05, failed
2022-09-28 14:42, failed
2022-09-28 18:28, failed
2022-09-28 22:02, failed
2022-09-29 01:04, failed
2022-09-29 04:38, failed
2022-09-29 07:55, failed
2022-09-29 11:08, failed
2022-09-29 14:46, failed
2022-09-29 18:22, failed
2022-09-29 22:04, failed
2022-09-30 01:07, failed
2022-09-30 04:56, failed
2022-09-30 08:26, failed
2022-09-30 11:05, failed
2022-09-30 14:41, failed
2022-09-30 18:39, failed
2022-09-30 22:03, failed
2022-10-01 01:05, failed
2022-10-01 04:47, failed
2022-10-01 08:17, failed
2022-10-01 11:03, failed
2022-10-01 14:29, failed
2022-10-01 18:20, failed
2022-10-01 21:59, failed
2022-10-02 01:02, failed
2022-10-02 04:43, failed
2022-10-02 08:10, failed
2022-10-02 11:03, failed
